"STATION","NAME","DATE","ACMH","ACSH","AWND","DAEV","DAWM","EVAP","FMTM","FRGT","MDEV","MDWM","MNPN","MXPN","PGTM","PRCP","PSUN","SN12","SN32","SN52","SNOW","SNWD","SX12","SX32","SX52","TAVG","TMAX","TMIN","TSUN","WDF1","WDF2","WDF5","WDFG","WDFI","WDFM","WDMV","WESD","WSF1","WSF2","WSF5","WSFG","WSFI","WSFM","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22","WV03"
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-01-30",,,,,,,,,,,,,,"0.00",,,,,"0.0","0.0",,,,,"62","26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-01-31",,,,,,,,,,,,,,"0.00",,,,,"0.0","0.0",,,,,"61","36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-02-01",,,,,,,,,,,,,,"0.00",,,,,"0.0","0.0",,,,,"58","33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-02-02",,,,,,,,,,,,,,"0.07",,,,,"0.0","0.0",,,,,"59","36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-02-03",,,,,,,,,,,,,,"1.28",,,,,"0.0","0.0",,,,,"52","30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-02-04",,,,,,,,,,,,,,"0.00",,,,,"0.0","0.0",,,,,"51","26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-02-05",,,,,,,,,,,,,,"0.00",,,,,"0.0","0.0",,,,,"60","24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-02-06",,,,,,,,,,,,,,"0.22",,,,,"0.0","0.0",,,,,"61","35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-02-07",,,,,,,,,,,,,,"0.42",,,,,"0.0","0.0",,,,,"54","38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-02-08",,,,,,,,,,,,,,"0.00",,,,,"0.0","0.0",,,,,"49","29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-02-09",,,,,,,,,,,,,,"0.00",,,,,"0.0","0.0",,,,,"48","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-02-10",,,,,,,,,,,,,,"0.00",,,,,"0.0","0.0",,,,,"52","22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-02-11",,,,,,,,,,,,,,"0.00",,,,,"0.0","0.0",,,,,"56","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-02-12",,,,,,,,,,,,,,"0.00",,,,,"0.0","0.0",,,,,"63","24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-02-13",,,,,,,,,,,,,,"0.00",,,,,"0.0","0.0",,,,,"70","31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-02-14",,,,,,,,,,,,,,"0.14",,,,,"0.0","0.0",,,,,"61","43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-02-15",,,,,,,,,,,,,,"0.00",,,,,"0.0","0.0",,,,,"61","33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-02-16",,,,,,,,,,,,,,"0.00",,,,,"0.0","0.0",,,,,"58","32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-02-17",,,,,,,,,,,,,,"0.00",,,,,"0.0","0.0",,,,,"69","34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-02-18",,,,,,,,,,,,,,"0.00",,,,,"0.0","0.0",,,,,"59","43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-02-19",,,,,,,,,,,,,,"0.00",,,,,"0.0","0.0",,,,,"62","35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-02-20",,,,,,,,,,,,,,"0.00",,,,,"0.0","0.0",,,,,"50","26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-02-21",,,,,,,,,,,,,,"0.00",,,,,"0.0","0.0",,,,,"60","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-02-22",,,,,,,,,,,,,,"0.00",,,,,"0.0","0.0",,,,,"58","27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-02-23",,,,,,,,,,,,,,"0.00",,,,,"0.0","0.0",,,,,"53","26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-02-24",,,,,,,,,,,,,,"0.06",,,,,"0.0","0.0",,,,,"57","26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-02-25",,,,,,,,,,,,,,"0.13",,,,,"0.0","0.0",,,,,"55","33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-02-26",,,,,,,,,,,,,,"0.02",,,,,"0.0","0.0",,,,,"58","30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-02-27",,,,,,,,,,,,,,"0.13",,,,,"0.0","0.0",,,,,"46","37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-02-28",,,,,,,,,,,,,,"0.00",,,,,"0.0","0.0",,,,,"46","30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-03-01",,,,,,,,,,,,,,"0.00",,,,,"0.0","0.0",,,,,"49","26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-03-02",,,,,,,,,,,,,,"0.00",,,,,"0.0","0.0",,,,,"56","25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-03-03",,,,,,,,,,,,,,"0.00",,,,,"0.0","0.0",,,,,"67","40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-03-04",,,,,,,,,,,,,,"0.50",,,,,"0.0","0.0",,,,,"70","44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-03-05",,,,,,,,,,,,,,"0.00",,,,,"0.0","0.0",,,,,"52","29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-03-06",,,,,,,,,,,,,,"0.03",,,,,"0.0","0.0",,,,,"62","29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-03-07",,,,,,,,,,,,,,"0.75",,,,,"0.0","0.0",,,,,"67","54",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-03-08",,,,,,,,,,,,,,"0.04",,,,,"0.0","0.0",,,,,"65","46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-03-09",,,,,,,,,,,,,,"0.00",,,,,"0.0","0.0",,,,,"60","41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-03-10",,,,,,,,,,,,,,"0.00",,,,,"0.0","0.0",,,,,"66","39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-03-11",,,,,,,,,,,,,,"0.00",,,,,"0.0","0.0",,,,,"62","39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-03-12",,,,,,,,,,,,,,"0.00",,,,,"0.0","0.0",,,,,"61","34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-03-13",,,,,,,,,,,,,,"0.08",,,,,"0.0","0.0",,,,,"59","35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-03-14",,,,,,,,,,,,,,"0.01",,,,,"0.0","0.0",,,,,"50","29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-03-15",,,,,,,,,,,,,,"0.00",,,,,"0.0","0.0",,,,,"62","26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-03-16",,,,,,,,,,,,,,"0.10",,,,,"0.0","0.0",,,,,"59","46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-03-17",,,,,,,,,,,,,,"0.00",,,,,"0.0","0.0",,,,,"66","40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-03-18",,,,,,,,,,,,,,"0.00",,,,,"0.0","0.0",,,,,"54","28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-03-19",,,,,,,,,,,,,,"0.00",,,,,"0.0","0.0",,,,,"61","30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-03-20",,,,,,,,,,,,,,"0.05",,,,,"0.0","0.0",,,,,"69","33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-03-21",,,,,,,,,,,,,,"0.63",,,,,"0.0","0.0",,,,,"61","51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-03-22",,,,,,,,,,,,,,"0.18",,,,,"0.0","0.0",,,,,"63","46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-03-23",,,,,,,,,,,,,,"0.00",,,,,"0.0","0.0",,,,,"66","47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-03-24",,,,,,,,,,,,,,"1.10",,,,,"0.0","0.0",,,,,"73","52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-03-25",,,,,,,,,,,,,,"0.00",,,,,"0.0","0.0",,,,,"70","49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-03-26",,,,,,,,,,,,,,"0.00",,,,,"0.0","0.0",,,,,"60","44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-03-27",,,,,,,,,,,,,,"0.60",,,,,"0.0","0.0",,,,,"74","44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-03-28",,,,,,,,,,,,,,"0.00",,,,,"0.0","0.0",,,,,"60","43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-03-29",,,,,,,,,,,,,,"0.00",,,,,"0.0","0.0",,,,,"59","39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-03-30",,,,,,,,,,,,,,"0.00",,,,,"0.0","0.0",,,,,"61","31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-03-31",,,,,,,,,,,,,,"0.01",,,,,"0.0","0.0",,,,,"71","42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-04-01",,,,,,,,,,,,,,"0.39",,,,,"0.0","0.0",,,,,"71","54",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-04-02",,,,,,,,,,,,,,"0.00",,,,,"0.0","0.0",,,,,"71","45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-04-03",,,,,,,,,,,,,,"0.05",,,,,"0.0","0.0",,,,,"70","47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-04-04",,,,,,,,,,,,,,"0.04",,,,,"0.0","0.0",,,,,"74","58",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-04-05",,,,,,,,,,,,,,"0.00",,,,,"0.0","0.0",,,,,"80","59",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-04-06",,,,,,,,,,,,,,"0.00",,,,,"0.0","0.0",,,,,"74","50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-04-07",,,,,,,,,,,,,,"0.00",,,,,"0.0","0.0",,,,,"69","49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-04-08",,,,,,,,,,,,,,"0.66",,,,,"0.0","0.0",,,,,"62","52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-04-09",,,,,,,,,,,,,,"0.01",,,,,"0.0","0.0",,,,,"71","53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-04-10",,,,,,,,,,,,,,"1.80",,,,,"0.0","0.0",,,,,"72","45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-04-11",,,,,,,,,,,,,,"0.00",,,,,"0.0","0.0",,,,,"75","51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-04-12",,,,,,,,,,,,,,"0.00",,,,,"0.0","0.0",,,,,"75","47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-04-13",,,,,,,,,,,,,,"0.00",,,,,"0.0","0.0",,,,,"76","49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-04-14",,,,,,,,,,,,,,"0.00",,,,,"0.0","0.0",,,,,"85","51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-04-15",,,,,,,,,,,,,,"0.00",,,,,"0.0","0.0",,,,,"89","57",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-04-16",,,,,,,,,,,,,,"0.00",,,,,"0.0","0.0",,,,,"88","59",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-04-17",,,,,,,,,,,,,,"0.00",,,,,"0.0","0.0",,,,,"86","64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-04-18",,,,,,,,,,,,,,"0.00",,,,,"0.0","0.0",,,,,"87","65",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-04-19",,,,,,,,,,,,,,"0.00",,,,,"0.0","0.0",,,,,"89","64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-04-20",,,,,,,,,,,,,,"0.00",,,,,"0.0","0.0",,,,,"83","59",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-04-21",,,,,,,,,,,,,,"0.04",,,,,"0.0","0.0",,,,,"89","66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-04-22",,,,,,,,,,,,,,"0.00",,,,,"0.0","0.0",,,,,"72","60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-04-23",,,,,,,,,,,,,,"0.00",,,,,"0.0","0.0",,,,,"78","56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-04-24",,,,,,,,,,,,,,"0.07",,,,,"0.0","0.0",,,,,"82","60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-04-25",,,,,,,,,,,,,,"0.02",,,,,"0.0","0.0",,,,,"65","53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-04-26",,,,,,,,,,,,,,"0.00",,,,,"0.0","0.0",,,,,"73","48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-04-27",,,,,,,,,,,,,,"0.00",,,,,"0.0","0.0",,,,,"76","46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-04-28",,,,,,,,,,,,,,"0.00",,,,,"0.0","0.0",,,,,"80","50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-04-29",,,,,,,,,,,,,,"0.00",,,,,"0.0","0.0",,,,,"80","48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-04-30",,,,,,,,,,,,,,"0.00",,,,,"0.0","0.0",,,,,"81","50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-05-01",,,,,,,,,,,,,,"0.00",,,,,"0.0","0.0",,,,,"86","45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-05-02",,,,,,,,,,,,,,"0.00",,,,,"0.0","0.0",,,,,"89","52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-05-03",,,,,,,,,,,,,,"0.00",,,,,"0.0","0.0",,,,,"71","51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-05-04",,,,,,,,,,,,,,"0.00",,,,,"0.0","0.0",,,,,"71","45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-05-05",,,,,,,,,,,,,,"0.00",,,,,"0.0","0.0",,,,,"79","47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-05-06",,,,,,,,,,,,,,"0.00",,,,,"0.0","0.0",,,,,"79","51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-05-07",,,,,,,,,,,,,,"0.15",,,,,"0.0","0.0",,,,,"81","64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-05-08",,,,,,,,,,,,,,"0.00",,,,,"0.0","0.0",,,,,"87","64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-05-09",,,,,,,,,,,,,,"0.00",,,,,"0.0","0.0",,,,,"91","59",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-05-10",,,,,,,,,,,,,,"0.00",,,,,"0.0","0.0",,,,,"76","50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-05-11",,,,,,,,,,,,,,"0.00",,,,,"0.0","0.0",,,,,"77","47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-05-12",,,,,,,,,,,,,,"0.12",,,,,"0.0","0.0",,,,,"75","46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-05-13",,,,,,,,,,,,,,"0.00",,,,,"0.0","0.0",,,,,"74","44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-05-14",,,,,,,,,,,,,,"0.00",,,,,"0.0","0.0",,,,,"79","42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-05-15",,,,,,,,,,,,,,"0.00",,,,,"0.0","0.0",,,,,"81","47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-05-16",,,,,,,,,,,,,,"0.00",,,,,"0.0","0.0",,,,,"94","62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-05-17",,,,,,,,,,,,,,"0.00",,,,,"0.0","0.0",,,,,"95","66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-05-18",,,,,,,,,,,,,,"0.00",,,,,"0.0","0.0",,,,,"86","60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-05-19",,,,,,,,,,,,,,"0.00",,,,,"0.0","0.0",,,,,"83","58",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-05-20",,,,,,,,,,,,,,"0.00",,,,,"0.0","0.0",,,,,"90","58",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-05-21",,,,,,,,,,,,,,"0.00",,,,,"0.0","0.0",,,,,"91","61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-05-22",,,,,,,,,,,,,,"0.00",,,,,"0.0","0.0",,,,,"93","61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-05-23",,,,,,,,,,,,,,"0.00",,,,,"0.0","0.0",,,,,"95","68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-05-24",,,,,,,,,,,,,,"0.00",,,,,"0.0","0.0",,,,,"87","66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-05-25",,,,,,,,,,,,,,"0.00",,,,,"0.0","0.0",,,,,"83","62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-05-26",,,,,,,,,,,,,,"0.00",,,,,"0.0","0.0",,,,,"84","57",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-05-27",,,,,,,,,,,,,,"0.00",,,,,"0.0","0.0",,,,,"88","60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-05-28",,,,,,,,,,,,,,"0.00",,,,,"0.0","0.0",,,,,"88","56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-05-29",,,,,,,,,,,,,,"0.00",,,,,"0.0","0.0",,,,,"92","55",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-05-30",,,,,,,,,,,,,,"0.00",,,,,"0.0","0.0",,,,,"93","67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","1941-05-31",,,,,,,,,,,,,,"0.00",,,,,"0.0","0.0",,,,,"85","73",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
